"Stasiun","Tahun","Bulan","Jumlah Ch","Keterangan Ch","Tanggal"
"POS HUJAN MAJENANG","1983","1","433","2","1983/1"
"POS HUJAN MAJENANG","1983","2","373","2","1983/2"
"POS HUJAN MAJENANG","1983","3","161","1","1983/3"
"POS HUJAN MAJENANG","1983","4","149","1","1983/4"
"POS HUJAN MAJENANG","1983","5","346","2","1983/5"
"POS HUJAN MAJENANG","1983","6","17","0","1983/6"
"POS HUJAN MAJENANG","1983","7","9","0","1983/7"
"POS HUJAN MAJENANG","1983","8","1","0","1983/8"
"POS HUJAN MAJENANG","1983","9","2","0","1983/9"
"POS HUJAN MAJENANG","1983","10","285","1","1983/10"
"POS HUJAN MAJENANG","1983","11","302","2","1983/11"
"POS HUJAN MAJENANG","1983","12","401","2","1983/12"
"POS HUJAN MAJENANG","1984","1","429","2","1984/1"
"POS HUJAN MAJENANG","1984","2","469","2","1984/2"
"POS HUJAN MAJENANG","1984","3","656","3","1984/3"
"POS HUJAN MAJENANG","1984","4","288","1","1984/4"
"POS HUJAN MAJENANG","1984","5","190","1","1984/5"
"POS HUJAN MAJENANG","1984","6","138","1","1984/6"
"POS HUJAN MAJENANG","1984","7","86","0","1984/7"
"POS HUJAN MAJENANG","1984","8","38","0","1984/8"
"POS HUJAN MAJENANG","1984","9","477","2","1984/9"
"POS HUJAN MAJENANG","1984","10","268","1","1984/10"
"POS HUJAN MAJENANG","1984","11","415","2","1984/11"
"POS HUJAN MAJENANG","1984","12","486","2","1984/12"
"POS HUJAN MAJENANG","1985","1","410","2","1985/1"
"POS HUJAN MAJENANG","1985","2","371","2","1985/2"
"POS HUJAN MAJENANG","1985","3","249","1","1985/3"
"POS HUJAN MAJENANG","1985","4","181","1","1985/4"
"POS HUJAN MAJENANG","1985","5","104","1","1985/5"
"POS HUJAN MAJENANG","1985","6","222","1","1985/6"
"POS HUJAN MAJENANG","1985","7","15","0","1985/7"
"POS HUJAN MAJENANG","1985","8","121","1","1985/8"
"POS HUJAN MAJENANG","1985","9","48","0","1985/9"
"POS HUJAN MAJENANG","1985","10","243","1","1985/10"
"POS HUJAN MAJENANG","1985","11","400","2","1985/11"
"POS HUJAN MAJENANG","1985","12","151","1","1985/12"
"POS HUJAN MAJENANG","1986","1","228","1","1986/1"
"POS HUJAN MAJENANG","1986","2","247","1","1986/2"
"POS HUJAN MAJENANG","1986","3","514","3","1986/3"
"POS HUJAN MAJENANG","1986","4","340","2","1986/4"
"POS HUJAN MAJENANG","1986","5","196","1","1986/5"
"POS HUJAN MAJENANG","1986","6","81","0","1986/6"
"POS HUJAN MAJENANG","1986","7","179","1","1986/7"
"POS HUJAN MAJENANG","1986","8","25","0","1986/8"
"POS HUJAN MAJENANG","1986","9","381","2","1986/9"
"POS HUJAN MAJENANG","1986","10","137","1","1986/10"
"POS HUJAN MAJENANG","1986","11","433","2","1986/11"
"POS HUJAN MAJENANG","1986","12","214","1","1986/12"
"POS HUJAN MAJENANG","1987","1","450","2","1987/1"
"POS HUJAN MAJENANG","1987","2","549","3","1987/2"
"POS HUJAN MAJENANG","1987","3","456","2","1987/3"
"POS HUJAN MAJENANG","1987","4","200","1","1987/4"
"POS HUJAN MAJENANG","1987","5","40","0","1987/5"
"POS HUJAN MAJENANG","1987","6","7","0","1987/6"
"POS HUJAN MAJENANG","1987","7","19","0","1987/7"
"POS HUJAN MAJENANG","1987","8","7","0","1987/8"
"POS HUJAN MAJENANG","1987","9","1","0","1987/9"
"POS HUJAN MAJENANG","1987","10","41","0","1987/10"
"POS HUJAN MAJENANG","1987","11","320","2","1987/11"
"POS HUJAN MAJENANG","1987","12","482","2","1987/12"
"POS HUJAN MAJENANG","1988","1","555","3","1988/1"
"POS HUJAN MAJENANG","1988","2","442","2","1988/2"
"POS HUJAN MAJENANG","1988","3","284","1","1988/3"
"POS HUJAN MAJENANG","1988","4","173","1","1988/4"
"POS HUJAN MAJENANG","1988","5","466","2","1988/5"
"POS HUJAN MAJENANG","1988","6","51","0","1988/6"
"POS HUJAN MAJENANG","1988","7","3","0","1988/7"
"POS HUJAN MAJENANG","1988","8","73","0","1988/8"
"POS HUJAN MAJENANG","1988","9","22","0","1988/9"
"POS HUJAN MAJENANG","1988","10","331","2","1988/10"
"POS HUJAN MAJENANG","1988","11","384","2","1988/11"
"POS HUJAN MAJENANG","1988","12","257","1","1988/12"
"POS HUJAN MAJENANG","1989","1","348","2","1989/1"
"POS HUJAN MAJENANG","1989","2","522","3","1989/2"
"POS HUJAN MAJENANG","1989","3","346","2","1989/3"
"POS HUJAN MAJENANG","1989","4","210","1","1989/4"
"POS HUJAN MAJENANG","1989","5","252","1","1989/5"
"POS HUJAN MAJENANG","1989","6","147","1","1989/6"
"POS HUJAN MAJENANG","1989","7","164","1","1989/7"
"POS HUJAN MAJENANG","1989","8","47","0","1989/8"
"POS HUJAN MAJENANG","1989","9","16","0","1989/9"
"POS HUJAN MAJENANG","1989","10","106","1","1989/10"
"POS HUJAN MAJENANG","1989","11","278","1","1989/11"
"POS HUJAN MAJENANG","1989","12","180","1","1989/12"
"POS HUJAN MAJENANG","1990","1","466","2","1990/1"
"POS HUJAN MAJENANG","1990","2","315","2","1990/2"
"POS HUJAN MAJENANG","1990","3","252","1","1990/3"
"POS HUJAN MAJENANG","1990","4","299","1","1990/4"
"POS HUJAN MAJENANG","1990","5","136","1","1990/5"
"POS HUJAN MAJENANG","1990","6","93","0","1990/6"
"POS HUJAN MAJENANG","1990","7","93","0","1990/7"
"POS HUJAN MAJENANG","1990","8","85","0","1990/8"
"POS HUJAN MAJENANG","1990","9","63","0","1990/9"
"POS HUJAN MAJENANG","1990","10","164","1","1990/10"
"POS HUJAN MAJENANG","1990","11","90","0","1990/11"
"POS HUJAN MAJENANG","1990","12","607","3","1990/12"
"POS HUJAN MAJENANG","1991","1","543","3","1991/1"
"POS HUJAN MAJENANG","1991","2","390","2","1991/2"
"POS HUJAN MAJENANG","1991","3","238","1","1991/3"
"POS HUJAN MAJENANG","1991","4","317","2","1991/4"
"POS HUJAN MAJENANG","1991","5","203","1","1991/5"
"POS HUJAN MAJENANG","1991","6","110","1","1991/6"
"POS HUJAN MAJENANG","1991","7","6","0","1991/7"
"POS HUJAN MAJENANG","1991","8","","3","1991/8"
"POS HUJAN MAJENANG","1991","9","","3","1991/9"
"POS HUJAN MAJENANG","1991","10","144","1","1991/10"
"POS HUJAN MAJENANG","1991","11","390","2","1991/11"
"POS HUJAN MAJENANG","1991","12","702","3","1991/12"
"POS HUJAN MAJENANG","1992","1","404","2","1992/1"
"POS HUJAN MAJENANG","1992","2","536","3","1992/2"
"POS HUJAN MAJENANG","1992","3","492","2","1992/3"
"POS HUJAN MAJENANG","1992","4","388","2","1992/4"
"POS HUJAN MAJENANG","1992","5","221","1","1992/5"
"POS HUJAN MAJENANG","1992","6","221","1","1992/6"
"POS HUJAN MAJENANG","1992","7","71","0","1992/7"
"POS HUJAN MAJENANG","1992","8","380","2","1992/8"
"POS HUJAN MAJENANG","1992","9","244","1","1992/9"
"POS HUJAN MAJENANG","1992","10","210","1","1992/10"
"POS HUJAN MAJENANG","1992","11","","3","1992/11"
"POS HUJAN MAJENANG","1992","12","362","2","1992/12"
"POS HUJAN MAJENANG","1993","1","365","2","1993/1"
"POS HUJAN MAJENANG","1993","2","459","2","1993/2"
"POS HUJAN MAJENANG","1993","3","300","1","1993/3"
"POS HUJAN MAJENANG","1993","4","436","2","1993/4"
"POS HUJAN MAJENANG","1993","5","152","1","1993/5"
"POS HUJAN MAJENANG","1993","6","174","1","1993/6"
"POS HUJAN MAJENANG","1993","7","","3","1993/7"
"POS HUJAN MAJENANG","1993","8","198","1","1993/8"
"POS HUJAN MAJENANG","1993","9","6","0","1993/9"
"POS HUJAN MAJENANG","1993","10","42","0","1993/10"
"POS HUJAN MAJENANG","1993","11","266","1","1993/11"
"POS HUJAN MAJENANG","1993","12","355","2","1993/12"
"POS HUJAN MAJENANG","1994","1","619","3","1994/1"
"POS HUJAN MAJENANG","1994","2","416","2","1994/2"
"POS HUJAN MAJENANG","1994","3","425","2","1994/3"
"POS HUJAN MAJENANG","1994","4","318","2","1994/4"
"POS HUJAN MAJENANG","1994","5","68","0","1994/5"
"POS HUJAN MAJENANG","1994","6","5","0","1994/6"
"POS HUJAN MAJENANG","1994","7","","3","1994/7"
"POS HUJAN MAJENANG","1994","8","2","0","1994/8"
"POS HUJAN MAJENANG","1994","9","","3","1994/9"
"POS HUJAN MAJENANG","1994","10","7","0","1994/10"
"POS HUJAN MAJENANG","1994","11","256","1","1994/11"
"POS HUJAN MAJENANG","1994","12","213","1","1994/12"
"POS HUJAN MAJENANG","1995","1","451","2","1995/1"
"POS HUJAN MAJENANG","1995","2","736","3","1995/2"
"POS HUJAN MAJENANG","1995","3","519","3","1995/3"
"POS HUJAN MAJENANG","1995","4","312","2","1995/4"
"POS HUJAN MAJENANG","1995","5","189","1","1995/5"
"POS HUJAN MAJENANG","1995","6","317","2","1995/6"
"POS HUJAN MAJENANG","1995","7","83","0","1995/7"
"POS HUJAN MAJENANG","1995","8","3","0","1995/8"
"POS HUJAN MAJENANG","1995","9","6","0","1995/9"
"POS HUJAN MAJENANG","1995","10","324","2","1995/10"
"POS HUJAN MAJENANG","1995","11","812","3","1995/11"
"POS HUJAN MAJENANG","1995","12","298","1","1995/12"
"POS HUJAN MAJENANG","1996","1","264","1","1996/1"
"POS HUJAN MAJENANG","1996","2","563","3","1996/2"
"POS HUJAN MAJENANG","1996","3","382","2","1996/3"
"POS HUJAN MAJENANG","1996","4","254","1","1996/4"
"POS HUJAN MAJENANG","1996","5","180","1","1996/5"
"POS HUJAN MAJENANG","1996","6","73","0","1996/6"
"POS HUJAN MAJENANG","1996","7","124","1","1996/7"
"POS HUJAN MAJENANG","1996","8","68","0","1996/8"
"POS HUJAN MAJENANG","1996","9","19","0","1996/9"
"POS HUJAN MAJENANG","1996","10","357","2","1996/10"
"POS HUJAN MAJENANG","1996","11","335","2","1996/11"
"POS HUJAN MAJENANG","1996","12","320","2","1996/12"
"POS HUJAN MAJENANG","1997","1","284","1","1997/1"
"POS HUJAN MAJENANG","1997","2","342","2","1997/2"
"POS HUJAN MAJENANG","1997","3","206","1","1997/3"
"POS HUJAN MAJENANG","1997","4","235","1","1997/4"
"POS HUJAN MAJENANG","1997","5","179","1","1997/5"
"POS HUJAN MAJENANG","1997","6","16","0","1997/6"
"POS HUJAN MAJENANG","1997","7","7","0","1997/7"
"POS HUJAN MAJENANG","1997","8","","3","1997/8"
"POS HUJAN MAJENANG","1997","9","","3","1997/9"
"POS HUJAN MAJENANG","1997","10","47","0","1997/10"
"POS HUJAN MAJENANG","1997","11","108","1","1997/11"
"POS HUJAN MAJENANG","1997","12","191","1","1997/12"
"POS HUJAN MAJENANG","1998","1","280","1","1998/1"
"POS HUJAN MAJENANG","1998","2","455","2","1998/2"
"POS HUJAN MAJENANG","1998","3","560","3","1998/3"
"POS HUJAN MAJENANG","1998","4","341","2","1998/4"
"POS HUJAN MAJENANG","1998","5","52","0","1998/5"
"POS HUJAN MAJENANG","1998","6","173","1","1998/6"
"POS HUJAN MAJENANG","1998","7","193","1","1998/7"
"POS HUJAN MAJENANG","1998","8","179","1","1998/8"
"POS HUJAN MAJENANG","1998","9","194","1","1998/9"
"POS HUJAN MAJENANG","1998","10","588","3","1998/10"
"POS HUJAN MAJENANG","1998","11","334","2","1998/11"
"POS HUJAN MAJENANG","1998","12","414","2","1998/12"
"POS HUJAN MAJENANG","1999","1","686","3","1999/1"
"POS HUJAN MAJENANG","1999","2","472","2","1999/2"
"POS HUJAN MAJENANG","1999","3","565","3","1999/3"
"POS HUJAN MAJENANG","1999","4","309","2","1999/4"
"POS HUJAN MAJENANG","1999","5","55","0","1999/5"
"POS HUJAN MAJENANG","1999","6","39","0","1999/6"
"POS HUJAN MAJENANG","1999","7","74","0","1999/7"
"POS HUJAN MAJENANG","1999","8","26","0","1999/8"
"POS HUJAN MAJENANG","1999","9","","3","1999/9"
"POS HUJAN MAJENANG","1999","10","113","1","1999/10"
"POS HUJAN MAJENANG","1999","11","408","2","1999/11"
"POS HUJAN MAJENANG","1999","12","478","2","1999/12"
"POS HUJAN MAJENANG","2000","1","493","2","2000/1"
"POS HUJAN MAJENANG","2000","2","349","2","2000/2"
"POS HUJAN MAJENANG","2000","3","365","2","2000/3"
"POS HUJAN MAJENANG","2000","4","299","1","2000/4"
"POS HUJAN MAJENANG","2000","5","247","1","2000/5"
"POS HUJAN MAJENANG","2000","6","98","0","2000/6"
"POS HUJAN MAJENANG","2000","7","17","0","2000/7"
"POS HUJAN MAJENANG","2000","8","","3","2000/8"
"POS HUJAN MAJENANG","2000","9","26","0","2000/9"
"POS HUJAN MAJENANG","2000","10","521","3","2000/10"
"POS HUJAN MAJENANG","2000","11","285","1","2000/11"
"POS HUJAN MAJENANG","2000","12","468","2","2000/12"
"POS HUJAN MAJENANG","2001","1","231","1","2001/1"
"POS HUJAN MAJENANG","2001","2","302","2","2001/2"
"POS HUJAN MAJENANG","2001","3","593","3","2001/3"
"POS HUJAN MAJENANG","2001","4","568","3","2001/4"
"POS HUJAN MAJENANG","2001","5","202","1","2001/5"
"POS HUJAN MAJENANG","2001","6","199","1","2001/6"
"POS HUJAN MAJENANG","2001","7","123","1","2001/7"
"POS HUJAN MAJENANG","2001","8","2","0","2001/8"
"POS HUJAN MAJENANG","2001","9","106","1","2001/9"
"POS HUJAN MAJENANG","2001","10","610","3","2001/10"
"POS HUJAN MAJENANG","2001","11","680","3","2001/11"
"POS HUJAN MAJENANG","2001","12","74","0","2001/12"
"POS HUJAN MAJENANG","2002","1","311","2","2002/1"
"POS HUJAN MAJENANG","2002","2","73","0","2002/2"
"POS HUJAN MAJENANG","2002","3","237","1","2002/3"
"POS HUJAN MAJENANG","2002","4","409","2","2002/4"
"POS HUJAN MAJENANG","2002","5","60","0","2002/5"
"POS HUJAN MAJENANG","2002","6","13","0","2002/6"
"POS HUJAN MAJENANG","2002","7","4","0","2002/7"
"POS HUJAN MAJENANG","2002","8","2","0","2002/8"
"POS HUJAN MAJENANG","2002","9","","3","2002/9"
"POS HUJAN MAJENANG","2002","10","20","0","2002/10"
"POS HUJAN MAJENANG","2002","11","585","3","2002/11"
"POS HUJAN MAJENANG","2002","12","448","2","2002/12"
"POS HUJAN MAJENANG","2003","1","","3","2003/1"
"POS HUJAN MAJENANG","2003","2","484","2","2003/2"
"POS HUJAN MAJENANG","2003","3","284","1","2003/3"
"POS HUJAN MAJENANG","2003","4","98","0","2003/4"
"POS HUJAN MAJENANG","2003","5","171","1","2003/5"
"POS HUJAN MAJENANG","2003","6","9","0","2003/6"
"POS HUJAN MAJENANG","2003","7","","3","2003/7"
"POS HUJAN MAJENANG","2003","8","","3","2003/8"
"POS HUJAN MAJENANG","2003","9","","3","2003/9"
"POS HUJAN MAJENANG","2003","10","","3","2003/10"
"POS HUJAN MAJENANG","2003","11","","3","2003/11"
"POS HUJAN MAJENANG","2003","12","","3","2003/12"
"POS HUJAN MAJENANG","2004","1","312","2","2004/1"
"POS HUJAN MAJENANG","2004","2","242","1","2004/2"
"POS HUJAN MAJENANG","2004","3","756","3","2004/3"
"POS HUJAN MAJENANG","2004","4","146","1","2004/4"
"POS HUJAN MAJENANG","2004","5","146","1","2004/5"
"POS HUJAN MAJENANG","2004","6","32","0","2004/6"
"POS HUJAN MAJENANG","2004","7","101","1","2004/7"
"POS HUJAN MAJENANG","2004","8","","3","2004/8"
"POS HUJAN MAJENANG","2004","9","155","1","2004/9"
"POS HUJAN MAJENANG","2004","10","173","1","2004/10"
"POS HUJAN MAJENANG","2004","11","478","2","2004/11"
"POS HUJAN MAJENANG","2004","12","213","1","2004/12"
"POS HUJAN MAJENANG","2005","1","355","2","2005/1"
"POS HUJAN MAJENANG","2005","2","270","1","2005/2"
"POS HUJAN MAJENANG","2005","3","232","1","2005/3"
"POS HUJAN MAJENANG","2005","4","359","2","2005/4"
"POS HUJAN MAJENANG","2005","5","225","1","2005/5"
"POS HUJAN MAJENANG","2005","6","104","1","2005/6"
"POS HUJAN MAJENANG","2005","7","107","1","2005/7"
"POS HUJAN MAJENANG","2005","8","45","0","2005/8"
"POS HUJAN MAJENANG","2005","9","236","1","2005/9"
"POS HUJAN MAJENANG","2005","10","453","2","2005/10"
"POS HUJAN MAJENANG","2005","11","546","3","2005/11"
"POS HUJAN MAJENANG","2005","12","469","2","2005/12"
"POS HUJAN MAJENANG","2006","1","130","1","2006/1"
"POS HUJAN MAJENANG","2006","2","188","1","2006/2"
"POS HUJAN MAJENANG","2006","3","246","1","2006/3"
"POS HUJAN MAJENANG","2006","4","116","1","2006/4"
"POS HUJAN MAJENANG","2006","5","45","0","2006/5"
"POS HUJAN MAJENANG","2006","6","17","0","2006/6"
"POS HUJAN MAJENANG","2006","7","10","0","2006/7"
"POS HUJAN MAJENANG","2006","8","","3","2006/8"
"POS HUJAN MAJENANG","2006","9","","3","2006/9"
"POS HUJAN MAJENANG","2006","10","14","0","2006/10"
"POS HUJAN MAJENANG","2006","11","79","0","2006/11"
"POS HUJAN MAJENANG","2006","12","215","1","2006/12"
"POS HUJAN MAJENANG","2007","1","84","0","2007/1"
"POS HUJAN MAJENANG","2007","2","356","2","2007/2"
"POS HUJAN MAJENANG","2007","3","292","1","2007/3"
"POS HUJAN MAJENANG","2007","4","185","1","2007/4"
"POS HUJAN MAJENANG","2007","5","182","1","2007/5"
"POS HUJAN MAJENANG","2007","6","117","1","2007/6"
"POS HUJAN MAJENANG","2007","7","0","0","2007/7"
"POS HUJAN MAJENANG","2007","8","12","0","2007/8"
"POS HUJAN MAJENANG","2007","9","3","0","2007/9"
"POS HUJAN MAJENANG","2007","10","139","1","2007/10"
"POS HUJAN MAJENANG","2007","11","702","3","2007/11"
"POS HUJAN MAJENANG","2007","12","421","2","2007/12"
"POS HUJAN MAJENANG","2008","1","128","1","2008/1"
"POS HUJAN MAJENANG","2008","2","122","1","2008/2"
"POS HUJAN MAJENANG","2008","3","228","1","2008/3"
"POS HUJAN MAJENANG","2008","4","188","1","2008/4"
"POS HUJAN MAJENANG","2008","5","","3","2008/5"
"POS HUJAN MAJENANG","2008","6","","3","2008/6"
"POS HUJAN MAJENANG","2008","7","","3","2008/7"
"POS HUJAN MAJENANG","2008","8","","3","2008/8"
"POS HUJAN MAJENANG","2008","9","","3","2008/9"
"POS HUJAN MAJENANG","2008","10","356","2","2008/10"
"POS HUJAN MAJENANG","2008","11","855","3","2008/11"
"POS HUJAN MAJENANG","2008","12","257","1","2008/12"
"POS HUJAN MAJENANG","2009","1","372","2","2009/1"
"POS HUJAN MAJENANG","2009","2","499","2","2009/2"
"POS HUJAN MAJENANG","2009","3","243","1","2009/3"
"POS HUJAN MAJENANG","2009","4","325","2","2009/4"
"POS HUJAN MAJENANG","2009","5","126","1","2009/5"
"POS HUJAN MAJENANG","2009","6","7","0","2009/6"
"POS HUJAN MAJENANG","2009","7","","3","2009/7"
"POS HUJAN MAJENANG","2009","8","","3","2009/8"
"POS HUJAN MAJENANG","2009","9","","3","2009/9"
"POS HUJAN MAJENANG","2009","10","312","2","2009/10"
"POS HUJAN MAJENANG","2009","11","836","3","2009/11"
"POS HUJAN MAJENANG","2009","12","522","3","2009/12"
"POS HUJAN MAJENANG","2010","1","352","2","2010/1"
"POS HUJAN MAJENANG","2010","2","288","1","2010/2"
"POS HUJAN MAJENANG","2010","3","329","2","2010/3"
"POS HUJAN MAJENANG","2010","4","240","1","2010/4"
"POS HUJAN MAJENANG","2010","5","412","2","2010/5"
"POS HUJAN MAJENANG","2010","6","202","1","2010/6"
"POS HUJAN MAJENANG","2010","7","420","2","2010/7"
"POS HUJAN MAJENANG","2010","8","189","1","2010/8"
"POS HUJAN MAJENANG","2010","9","476","2","2010/9"
"POS HUJAN MAJENANG","2010","10","581","3","2010/10"
"POS HUJAN MAJENANG","2010","11","478","2","2010/11"
"POS HUJAN MAJENANG","2010","12","530","3","2010/12"
"POS HUJAN MAJENANG","2011","1","128","1","2011/1"
"POS HUJAN MAJENANG","2011","2","","3","2011/2"
"POS HUJAN MAJENANG","2011","3","","3","2011/3"
"POS HUJAN MAJENANG","2011","4","","3","2011/4"
"POS HUJAN MAJENANG","2011","5","","3","2011/5"
"POS HUJAN MAJENANG","2011","6","","3","2011/6"
"POS HUJAN MAJENANG","2011","7","","3","2011/7"
"POS HUJAN MAJENANG","2011","8","","3","2011/8"
"POS HUJAN MAJENANG","2011","9","","3","2011/9"
"POS HUJAN MAJENANG","2011","10","","3","2011/10"
"POS HUJAN MAJENANG","2011","11","","3","2011/11"
"POS HUJAN MAJENANG","2011","12","373","2","2011/12"
"POS HUJAN MAJENANG","2012","1","298","1","2012/1"
"POS HUJAN MAJENANG","2012","2","152","1","2012/2"
"POS HUJAN MAJENANG","2012","3","336","2","2012/3"
"POS HUJAN MAJENANG","2012","4","167","1","2012/4"
"POS HUJAN MAJENANG","2012","5","290","1","2012/5"
"POS HUJAN MAJENANG","2012","6","","3","2012/6"
"POS HUJAN MAJENANG","2012","7","","3","2012/7"
"POS HUJAN MAJENANG","2012","8","","3","2012/8"
"POS HUJAN MAJENANG","2012","9","","3","2012/9"
"POS HUJAN MAJENANG","2012","10","157","1","2012/10"
"POS HUJAN MAJENANG","2012","11","507","3","2012/11"
"POS HUJAN MAJENANG","2012","12","556","3","2012/12"
"POS HUJAN MAJENANG","2013","1","561","3","2013/1"
"POS HUJAN MAJENANG","2013","2","347","2","2013/2"
"POS HUJAN MAJENANG","2013","3","471","2","2013/3"
"POS HUJAN MAJENANG","2013","4","309","2","2013/4"
"POS HUJAN MAJENANG","2013","5","305","2","2013/5"
"POS HUJAN MAJENANG","2013","6","231","1","2013/6"
"POS HUJAN MAJENANG","2013","7","292","1","2013/7"
"POS HUJAN MAJENANG","2013","8","56","0","2013/8"
"POS HUJAN MAJENANG","2013","9","","3","2013/9"
"POS HUJAN MAJENANG","2013","10","78","0","2013/10"
"POS HUJAN MAJENANG","2013","11","396","2","2013/11"
"POS HUJAN MAJENANG","2013","12","377","2","2013/12"
"POS HUJAN MAJENANG","2014","1","265","1","2014/1"
"POS HUJAN MAJENANG","2014","2","359","2","2014/2"
"POS HUJAN MAJENANG","2014","3","181","1","2014/3"
"POS HUJAN MAJENANG","2014","4","570","3","2014/4"
"POS HUJAN MAJENANG","2014","5","87","0","2014/5"
"POS HUJAN MAJENANG","2014","6","179","1","2014/6"
"POS HUJAN MAJENANG","2014","7","152","1","2014/7"
"POS HUJAN MAJENANG","2014","8","72","0","2014/8"
"POS HUJAN MAJENANG","2014","9","","3","2014/9"
"POS HUJAN MAJENANG","2014","10","106","1","2014/10"
"POS HUJAN MAJENANG","2014","11","624","3","2014/11"
"POS HUJAN MAJENANG","2014","12","604","3","2014/12"
"POS HUJAN MAJENANG","2015","1","285","1","2015/1"
"POS HUJAN MAJENANG","2015","2","617","3","2015/2"
"POS HUJAN MAJENANG","2015","3","461","2","2015/3"
"POS HUJAN MAJENANG","2015","4","297","1","2015/4"
"POS HUJAN MAJENANG","2015","5","252","1","2015/5"
"POS HUJAN MAJENANG","2015","6","67","0","2015/6"
"POS HUJAN MAJENANG","2015","7","","3","2015/7"
"POS HUJAN MAJENANG","2015","8","","3","2015/8"
"POS HUJAN MAJENANG","2015","9","","3","2015/9"
"POS HUJAN MAJENANG","2015","10","","3","2015/10"
"POS HUJAN MAJENANG","2015","11","291","1","2015/11"
"POS HUJAN MAJENANG","2015","12","319","2","2015/12"
"POS HUJAN MAJENANG","2016","1","179","1","2016/1"
"POS HUJAN MAJENANG","2016","2","486","2","2016/2"
"POS HUJAN MAJENANG","2016","3","313","2","2016/3"
"POS HUJAN MAJENANG","2016","4","289","1","2016/4"
"POS HUJAN MAJENANG","2016","5","247","1","2016/5"
"POS HUJAN MAJENANG","2016","6","220","1","2016/6"
"POS HUJAN MAJENANG","2016","7","73","0","2016/7"
"POS HUJAN MAJENANG","2016","8","128","1","2016/8"
"POS HUJAN MAJENANG","2016","9","501","3","2016/9"
"POS HUJAN MAJENANG","2016","10","498","2","2016/10"
"POS HUJAN MAJENANG","2016","11","678","3","2016/11"
"POS HUJAN MAJENANG","2016","12","514","3","2016/12"
"POS HUJAN MAJENANG","2017","1","742","3","2017/1"
"POS HUJAN MAJENANG","2017","2","355","2","2017/2"
"POS HUJAN MAJENANG","2017","3","420","2","2017/3"
"POS HUJAN MAJENANG","2017","4","120","1","2017/4"
"POS HUJAN MAJENANG","2017","5","30","0","2017/5"
"POS HUJAN MAJENANG","2017","6","104","1","2017/6"
"POS HUJAN MAJENANG","2017","7","83","0","2017/7"
"POS HUJAN MAJENANG","2017","8","","3","2017/8"
"POS HUJAN MAJENANG","2017","9","57","0","2017/9"
"POS HUJAN MAJENANG","2017","10","350","2","2017/10"
"POS HUJAN MAJENANG","2017","11","456","2","2017/11"
"POS HUJAN MAJENANG","2017","12","390","2","2017/12"
"POS HUJAN MAJENANG","2018","1","388","2","2018/1"
"POS HUJAN MAJENANG","2018","2","659","3","2018/2"
"POS HUJAN MAJENANG","2018","3","276","1","2018/3"
"POS HUJAN MAJENANG","2018","4","338","2","2018/4"
"POS HUJAN MAJENANG","2018","5","121","1","2018/5"
"POS HUJAN MAJENANG","2018","6","35","0","2018/6"
"POS HUJAN MAJENANG","2018","7","","3","2018/7"
"POS HUJAN MAJENANG","2018","8","5","0","2018/8"
"POS HUJAN MAJENANG","2018","9","20","0","2018/9"
"POS HUJAN MAJENANG","2018","10","","3","2018/10"
"POS HUJAN MAJENANG","2018","11","","3","2018/11"
"POS HUJAN MAJENANG","2018","12","","3","2018/12"
"POS HUJAN MAJENANG","2019","1","340","2","2019/1"
"POS HUJAN MAJENANG","2019","2","428","2","2019/2"
"POS HUJAN MAJENANG","2019","3","281","1","2019/3"
"POS HUJAN MAJENANG","2019","4","357","2","2019/4"
"POS HUJAN MAJENANG","2019","5","157","1","2019/5"
"POS HUJAN MAJENANG","2019","6","0","0","2019/6"
"POS HUJAN MAJENANG","2019","7","","3","2019/7"
"POS HUJAN MAJENANG","2019","8","","3","2019/8"
"POS HUJAN MAJENANG","2019","9","","3","2019/9"
"POS HUJAN MAJENANG","2019","10","","3","2019/10"
"POS HUJAN MAJENANG","2019","11","","3","2019/11"
"POS HUJAN MAJENANG","2019","12","","3","2019/12"
"POS HUJAN NUSAWUNGU","1980","1","212","1","1980/1"
"POS HUJAN NUSAWUNGU","1980","2","161","1","1980/2"
"POS HUJAN NUSAWUNGU","1980","3","267","1","1980/3"
"POS HUJAN NUSAWUNGU","1980","4","241","1","1980/4"
"POS HUJAN NUSAWUNGU","1980","5","149","1","1980/5"
"POS HUJAN NUSAWUNGU","1980","6","31","0","1980/6"
"POS HUJAN NUSAWUNGU","1980","7","8","0","1980/7"
"POS HUJAN NUSAWUNGU","1980","8","203","1","1980/8"
"POS HUJAN NUSAWUNGU","1980","9","9","0","1980/9"
"POS HUJAN NUSAWUNGU","1980","10","652","3","1980/10"
"POS HUJAN NUSAWUNGU","1980","11","1278","3","1980/11"
"POS HUJAN NUSAWUNGU","1980","12","206","1","1980/12"
"POS HUJAN NUSAWUNGU","1981","1","296","1","1981/1"
"POS HUJAN NUSAWUNGU","1981","2","269","1","1981/2"
"POS HUJAN NUSAWUNGU","1981","3","277","1","1981/3"
"POS HUJAN NUSAWUNGU","1981","4","156","1","1981/4"
"POS HUJAN NUSAWUNGU","1981","5","228","1","1981/5"
"POS HUJAN NUSAWUNGU","1981","6","471","2","1981/6"
"POS HUJAN NUSAWUNGU","1981","7","370","2","1981/7"
"POS HUJAN NUSAWUNGU","1981","8","82","0","1981/8"
"POS HUJAN NUSAWUNGU","1981","9","89","0","1981/9"
